,author,co-author,doi,co-author_list,title
769,"Shelton, Amy L.","['Marchette, Steven A.']",['10.1523/JNEUROSCI.3634-11.2011'],"{'Marchette, Steven A.'}",['Cognitive Mappers to Creatures of Habit: Differential Engagement of Place and Response Learning Mechanisms Predicts Human Navigational Behavior']
770,"Sturm, Walter","['Weis, Susanne']",['10.1002/hbm.21126'],"{'Weis, Susanne'}",['Dynamic Changes in Functional Cerebral Connectivity of Spatial Cognition During the Menstrual Cycle']
771,"Yurgelun-Todd, Deborah A.","['Sneider, Jennifer Tropp']",['10.2466/04.22.24.27.PMS.113.5.461-480'],"{'Sneider, Jennifer Tropp'}",['A PRELIMINARY STUDY OF SEX DIFFERENCES IN BRAIN ACTIVATION DURING A SPATIAL NAVIGATION TASK IN HEALTHY ADULTS']
772,"Hurlemann, R.","['Kukolja, J.']",['10.1017/S0033291711000183'],"{'Kukolja, J.'}",['Noradrenergic-glucocorticoid modulation of emotional memory encoding in the human hippocampus']
773,"LaBar, Kevin S.","['Dennis, Nancy A.']",['10.1002/hipo.20809'],"{'Dennis, Nancy A.'}",['Brain-Derived Neurotrophic Factor Val66Met Polymorphism and Hippocampal Activation During Episodic Encoding and Retrieval Tasks']
774,"Kanwisher, Nancy","['Dilks, Daniel D.']",['10.1523/JNEUROSCI.1935-11.2011'],"{'Dilks, Daniel D.'}",['Mirror-Image Sensitivity and Invariance in Object and Scene Processing Pathways']
775,"Foucher, J. R.","['Detour, J.']",['10.1016/j.brainres.2011.05.024'],"{'Detour, J.'}",['Prefrontal cortex recruitment during naturalistic remote memory: A factorial block-event fMRI study']
776,"Giudice, Nicholas A.","['Wolbers, Thomas']",['10.1016/j.cub.2011.04.038'],"{'Wolbers, Thomas'}",['Modality-Independent Coding of Spatial Layout in the Human Brain']
777,"Yonelinas, Andrew P.","['Ekstrom, Arne D.']",['10.1016/j.neuroimage.2011.02.033'],"{'Ekstrom, Arne D.'}",['Dissociable networks involved in spatial and temporal order source retrieval']
778,"Hamann, Stephan","['Parent, Marise B.']",['10.1016/j.neuropsychologia.2011.02.013'],"{'Parent, Marise B.'}",['Glucose administration enhances fMRI brain activation and connectivity related to episodic memory encoding for neutral and emotional stimuli']
779,"Oliva, Aude","['Park, Soojin']",['10.1523/JNEUROSCI.3885-10.2011'],"{'Park, Soojin'}",['Disentangling Scene Content from Spatial Boundary: Complementary Roles for the Parahippocampal Place Area and Lateral Occipital Complex in Representing Real-World Scenes']
780,"Johnson, Marcia K.","['Park, Soojin']",['10.1162/jocn.2009.21406'],"{'Park, Soojin'}",['Refreshing and Integrating Visual Scenes in Scene-selective Cortex']
781,"Zwergal, A.","['Jahn, K.']",['10.1007/s00115-010-3103-8'],"{'Jahn, K.'}",['Functional imaging of locomotion and navigation. Physiology and neurodegeneration']
782,"Nakamura, Katsuki","['Yokoyama, Osamu']",['10.1016/j.neures.2010.07.2041'],"{'Yokoyama, Osamu'}",['Right frontopolar cortex activity correlates with reliability of retrospective rating of confidence in short-term recognition memory performance']
783,"Sammer, Gebhard","['Toepper, Max']",['10.1016/j.brainres.2010.07.065'],"{'Toepper, Max'}",['Hippocampal involvement in working memory encoding of changing locations: An fMRI study']
784,"Newcombe, Nora S.","['Sutton, Jennifer E.']",['10.1037/a0019938'],"{'Sutton, Jennifer E.'}",['Spinning in the Scanner: Neural Correlates of Virtual Reorientation']
785,"Jansen, Clemens","['Janzen, Gabriele']",['10.1016/j.neuroimage.2010.03.083'],"{'Janzen, Gabriele'}",['A neural wayfinding mechanism adjusts for ambiguous landmark information']
786,"Dong, Qi","['Mei, Leilei']",['10.1016/j.neuroimage.2010.03.067'],"{'Mei, Leilei'}",['The visual word form area is involved in successful memory encoding of both words and faces']
787,"Peterson, Bradley S.","['Marsh, Rachel']",['10.1016/j.neuropsychologia.2010.05.033'],"{'Marsh, Rachel'}",['A virtual reality-based FMRI study of reward-based spatial learning']
788,"Tzourio-Mazoyer, Nathalie","['Mellet, Emmanuel']",['10.1002/hbm.20917'],"{'Mellet, Emmanuel'}",['Impact of the Virtual Reality on the Neural Representation of an Environment']
789,"Schacter, Daniel L.","['Giovanello, Kelly S.']",['10.1162/jocn.2009.21274'],"{'Giovanello, Kelly S.'}",['Age-related Neural Changes during Memory Conjunction Errors']
790,"Hopkins, Ramona O.","['Goodrich-Hunsaker, Naomi J.']",['10.1037/a0019193'],"{'Goodrich-Hunsaker, Naomi J.'}",['Spatial Memory Deficits in a Virtual Radial Arm Maze in Amnesic Participants With Hippocampal Damage']
791,"Wilding, Edward L.","['Greve, Andrea']",['10.1523/JNEUROSCI.0345-10.2010'],"{'Greve, Andrea'}",['Functional Neuroanatomy Supporting Judgments of When Events Occurred']
792,"Rubin, David C.","['Botzung, Anne']",['10.3389/fnhum.2010.00034'],"{'Botzung, Anne'}","['Component neural systems for the creation of emotional memories during free viewing of a complex, real-world event']"
793,"Konrad, Carsten","['Schoening, Sonja']",['10.1111/j.1743-6109.2009.01484.x'],"{'Schoening, Sonja'}",['Neuroimaging Differences in Spatial Cognition between Men and Male-to-Female Transsexuals Before and During Hormone Therapy']
794,"Pearlson, Godfrey D.","['Folley, Bradley S.']",['10.1016/j.neuroimage.2009.11.034'],"{'Folley, Bradley S.'}",['Anomalous neural circuit function in schizophrenia during a virtual Morris water task']
795,"Wong, Eric C.","['Frank, Lawrence R.']",['10.1016/j.neuroimage.2009.09.010'],"{'Frank, Lawrence R.'}","['High efficiency, low distortion 3D diffusion tensor imaging with variable density spiral fast spin echoes (3D DW VDS RARE)']"
796,"Cappa, S. F.","['Manenti, R.']",['10.1007/s10548-009-0126-1'],"{'Manenti, R.'}",['The Neural Bases of Word Encoding and Retrieval: A fMRI-Guided Transcranial Magnetic Stimulation Study']
797,"Fell, Juergen","['Axmacher, Nikolai', 'Axmacher, Nikolai']","['10.1111/j.1460-9568.2009.07041.x', '10.1093/cercor/bhm084']","{'Axmacher, Nikolai'}","['Electrophysiological signature of working and long-term memory interaction in the human hippocampus', 'The role of sleep in declarative memory consolidation - Direct evidence by intracranial EEG']"
798,"Joels, Marian","['van Stegeren, Anda H.']",['10.1016/j.nlm.2009.08.004'],"{'van Stegeren, Anda H.'}",['Interacting noradrenergic and corticosteroid systems shift human brain activation patterns during encoding']
799,"Chun, Marvin M.","['Park, Soojin']",['10.1016/j.neuroimage.2009.04.058'],"{'Park, Soojin'}",['Different roles of the parahippocampal place area (PPA) and retrosplenial cortex (RSC) in panoramic scene perception']
800,"Jernigan, Terry L.","['Ramsoy, Thomas Z.']",['10.1016/j.neuroimage.2009.03.082'],"{'Ramsoy, Thomas Z.'}",['Regional activation of the human medial temporal lobe during intentional encoding of objects and positions']
801,"Bookheimer, Susan Y.","['Suthana, Nanthia A.', 'Ekstrom, Arne D.']","['10.1523/JNEUROSCI.0621-09.2009', '10.1101/lm.575107']","{'Suthana, Nanthia A.', 'Ekstrom, Arne D.'}","['Human Hippocampal CA1 Involvement during Allocentric Encoding of Spatial Information', 'Spatial and temporal episodic memory retrieval recruit dissociable functional networks in the human brain']"
802,"Thompson, Paul M.","['Lepore, Natasha']",['10.1016/j.neuroimage.2009.01.071'],"{'Lepore, Natasha'}",['Pattern of hippocampal shape and volume differences in blind subjects']
803,"Resnick, S. M.","['Beason-Held, L. L.']",['10.1007/s11682-008-9054-z'],"{'Beason-Held, L. L.'}",['Stability of Default-Mode Network Activity in the Aging Brain']
804,"Conturo, Thomas E.","['Smith, Charles D.']",['10.1002/jmri.21692'],"{'Smith, Charles D.'}",['MRI Diffusion Tensor Tracking of a New Amygdalo-Fusiform and Hippocampo-Fusiform Pathway System in Humans']
805,"Becker, Wolfgang","['Diekmann, Volker']",['10.1007/s00221-009-1753-1'],"{'Diekmann, Volker'}",['Deriving angular displacement from optic flow: a fMRI study']
806,"Kircher, Tilo","['Straube, Benjamin']",['10.1162/jocn.2009.21053'],"{'Straube, Benjamin'}",['Memory Effects of Speech and Gesture Binding: Cortical and Hippocampal Activation in Relation to Subsequent Memory Performance']
807,"Barton, Jason J. S.","['Iaria, Giuseppe']",['10.1016/j.neuropsychologia.2008.08.021'],"{'Iaria, Giuseppe'}",['Developmental topographical disorientation: Case one']
808,"Rugg, M. D.","['Duverne, S.']",['10.1016/j.neurobiolaging.2007.04.022'],"{'Duverne, S.'}",['Regional specificity of age effects on the neural correlates of episodic retrieval']
809,"Simpson, Gregory V.","['Vinogradov, Sophia']",['10.1093/cercor/bhn028'],"{'Vinogradov, Sophia'}",['Deficit in a Neural Correlate of Reality Monitoring in Schizophrenia Patients']
810,"Cohen, Neal J.","['Konkel, Alex']",['10.3389/neuro.09.015.2008'],"{'Konkel, Alex'}",['Hippocampal amnesia impairs all manner of relational memory']
811,"Cronin-Golomb, Alice","['Bogdanova, Yelena']",['10.1016/j.neuropsychologia.2008.05.029'],"{'Bogdanova, Yelena'}",['Mapping mental number line in physical space: Vertical and horizontal visual number line orientation in asymptomatic individuals with HIV']
812,"Peigneux, Philippe","['Rauchs, Geraldine', 'Rauchs, Geraldine']","['10.1371/journal.pone.0002949', '10.1002/hipo.20411']","{'Rauchs, Geraldine'}","['Sleep Modulates the Neural Substrates of Both Spatial and Contextual Memory Consolidation', 'Partially segregated neural networks for spatial and contextual memory in virtual navigation']"
813,"Dallapiccola, Bruno","['Bertolino, Alessandro']",['10.1016/j.biopsych.2008.02.001'],"{'Bertolino, Alessandro'}",['Epistasis between dopamine regulating genes identifies a nonlinear response of the human hippocampus during memory tasks']
814,"Davachi, L.","['Awipi, T.']",['10.1037/0278-7393.34.4.769'],"{'Awipi, T.'}",['Content-specific source encoding in the human medial temporal lobe']
815,"Grillon, Christian","['Cornwell, Brian R.']",['10.1523/JNEUROSCI.5001-07.2008'],"{'Cornwell, Brian R.'}",['Human hippocampal and parahippocampal theta during goal-directed spatial navigation predicts performance on a virtual Morris water maze']
816,"Georgopoulos, Apostolos P.","['Jerde, Trenton A.']",['10.1007/s00221-008-1318-8'],"{'Jerde, Trenton A.'}",['Ultra-high field parallel imaging of the superior parietal lobule during mental maze solving']
817,"Bronstein, Adolfo M.","['Seemungal, Barry M.']",['10.1016/j.neulet.2008.03.067'],"{'Seemungal, Barry M.'}",['Posterior parietal rTMS disrupts human Path Integration during a vestibular navigation task']
818,"Rosburg, Timm","['Ludowig, Eva']",['10.1162/jocn.2008.20507'],"{'Ludowig, Eva'}",['Intracranially recorded memory-related potentials reveal higher posterior than anterior hippocampal involvement in verbal encoding and retrieval']
819,"Barnes, Carol A.","['Alexander, Gene E.']",['10.1523/JNEUROSCI.1852-07.2008'],"{'Alexander, Gene E.'}",['Age-related regional network of magnetic resonance iemaging gray matter in the rhesus macaque']
820,"Astur, Robert S.","['Shipman, Seth L.']",['10.1016/j.bbr.2007.10.014'],"{'Shipman, Seth L.'}",['Factors affecting the hippocampal BOLD response during spatial memory']
821,"Manning, Lilianne","['Botzung, Anne']",['10.1016/j.bandc.2007.07.011'],"{'Botzung, Anne'}",['Experiencing past and future personal events: Functional neuroimaging evidence on the neural bases of mental time travel']
822,"van Turennout, Miranda","['Janzen, Gabriele', 'Janzen, Gabriele']","['10.1002/hipo.20364', '10.1093/cercor/bhl008']","{'Janzen, Gabriele'}","['Memory consolidation of landmarks in good navigators', 'Neural representation of navigational relevance is rapidly induced and long lasting']"
823,"Mayes, A. R.","['Holdstock, J. S.']",['10.1002/hipo.20427'],"{'Holdstock, J. S.'}",['Two case studies illustrating how relatively selective hippocampal lesions in humans can have quite different effects on memory']
824,"Daum, Irene","['Soei, Eleonore']",['10.1101/lm.757508'],"{'Soei, Eleonore'}",['Course of relational and non-relational recognition memory across the adult lifespan']
825,"Kikyo, Hideyuki","['Watanabe, Takamitsu']",['10.1016/j.neuroimage.2007.08.024'],"{'Watanabe, Takamitsu'}",['Memory of music: Roles of right hippocampus and left inferior frontal gyrus']
826,"Budson, Andrew E.","['Simons, Jon S.']",['10.1016/j.neuropsychologia.2007.07.024'],"{'Simons, Jon S.'}",['Is the parietal lobe necessary for recollection in humans?']
827,"Burgess, Paul W.","['Turner, Martha S.']",['10.1016/j.neuropsychologia.2007.12.029'],"{'Turner, Martha S.'}",['Distinct roles for lateral and medial rostral prefrontal cortex in source monitoring of perceived and imagined events']
828,"Maquet, Pierre","['Sterpenich, Virginie']",['10.1371/journal.pbio.0050282'],"{'Sterpenich, Virginie'}",['Sleep-related hippocampo-cortical interplay during emotional memory recollection']
829,"Zijdenbos, Alex P.","['Bohbot, Veronique D.']",['10.1523/JNEUROSCI.1763-07.2007'],"{'Bohbot, Veronique D.'}",['Gray matter differences correlate with spontaneous strategies in a human virtual navigation task']
830,"Gorno-Tempini, M. L.","['Deipolyi, A. R.']",['10.1212/01.wnl.0000271376.19515.c6'],"{'Deipolyi, A. R.'}",['Spatial cognition and the human navigation network in AD and MCI']
831,"Weststeijn, Cornelis G.","['Janzen, Gabriele']",['10.1016/j.brainres.2007.05.074'],"{'Janzen, Gabriele'}",['Neural representation of object location and route direction: An event-related fMRI study']
832,"Cataldo, Michael F.","['Schlund, Michael W.']",['10.1186/1744-9081-3-44'],"{'Schlund, Michael W.'}",['Occipitoparietal contributions to recognition memory: stimulus encoding prompted by verbal instructions and operant contingencies']
833,"Stern, Y.","['Anderson, K. E.']",['10.1212/01.wnl.0000266561.47619.23'],"{'Anderson, K. E.'}",['Impairment of nonverbal recognition in Alzheimer disease - A PET O-15 study']
834,"Higgins, J. Stephen","['Epstein, Russell A.']",['10.1093/cercor/bhl079'],"{'Epstein, Russell A.'}",['Differential parahippocampal and retrosplenial involvement in three types of visual scene recognition']
835,"Jones-Gotman, M.","['Kennepohl, S.']",['10.1016/j.neuroimage.2007.03.049'],"{'Kennepohl, S.'}",['Memory and the medial temporal lobe: Hemispheric specialization reconsidered']
836,"Feiler, Alana M.","['Epstein, Russell A.', 'Epstein, Russell A.']","['10.1523/JNEUROSCI.0799-07.2007', '10.1152/jn.00003.2007']","{'Epstein, Russell A.'}","['Where am I now? Distinct roles for parahippocampal and retrosplenial cortices in place recognition', 'Visual scene processing in familiar and unfamiliar environments']"
837,"Ashe, James","['Liu, Tao']",['10.1007/s00221-007-0853-z'],"{'Liu, Tao'}",['Frames of reference during implicit and explicit learning']
838,"Grill-Spector, Kalanit","['Golarai, Golijeh']",['10.1038/nn1865'],"{'Golarai, Golijeh'}",['Differential development of high-level visual cortex correlates with category-specific recognition memory']
839,"Pizzamiglio, Luigi","['Committeri, Giorgia']",['10.1093/brain/awl265'],"{'Committeri, Giorgia'}",['Neural bases of personal and extrapersonal neglect in humans']
840,"Kraegeloh-Mann, Ingeborg","['Pavlova, Marina']",['10.1093/cercor/bhj153'],"{'Pavlova, Marina'}","['Visual navigation in adolescents with early periventricular lesions: Knowing where, but not getting there']"
841,"Kohler, S.","['Danckert, S. L.']",['10.1002/hipo.20347'],"{'Danckert, S. L.'}",['Perirhinal and hippocampal contributions to visual recognition memory can be distinguished from those of occipito-temporal structures based on conscious awareness of prior occurrence']
842,"Herpertz, S. C.","['Schnell, K.']",['10.1016/j.jad.2006.05.035'],"{'Schnell, K.'}",['Processing of autobiographical memory retrieval cues in borderline personality disorder']
843,"Scarabino, Tommaso","['Bertolino, Alessandro']",['10.1016/j.biopsych.2006.03.078'],"{'Bertolino, Alessandro'}",['Prefrontal-hippocampal coupling during memory processing is modulated by COMT Val158met genotype']
844,"Heckers, Stephan","['Weiss, Anthony P.']",['10.1016/j.biopsych.2006.06.025'],"{'Weiss, Anthony P.'}",['Fronto-hippocampal function during temporal context monitoring in schizophrenia']
845,"Greene, Erich J.","['Mitchell, Karen J.']",['10.1097/01.wnr.0000234743.50442.e5'],"{'Mitchell, Karen J.'}",['A functional magnetic resonance imaging investigation of short-term source and item memory for negative pictures']
846,"Desgranges, B.","['Eustache, F.']",['10.1016/S0035-3787(06)75102-5'],"{'Eustache, F.'}","[""Alzheimer's disease and human memory.""]"
847,"Verstraten, Frans A. J.","['Carlson, Thomas']",['10.1016/j.neuroimage.2006.03.059'],"{'Carlson, Thomas'}",['Dynamics of visual recognition revealed by fMRI']
848,"Parsons, Lawrence M.","['Brown, Steven']",['10.1093/cercor/bhj057'],"{'Brown, Steven'}",['The neural basis of human dance']
849,"Ugawa, Yoshikazu","['Ohnishi, Takashi']",['10.1016/j.neures.2006.04.009'],"{'Ohnishi, Takashi'}",['Navigation ability dependent neural activation in the human brain: An fMRI study']
